影片名称,评分,类型,主演,上映日期,图片URL
疯狂电影放映：欧洲集市影院1896-1916,暂无评分,短片／历史,Will Evans,1899-07,https://p0.pipi.cn/basicdata/54ecded78078d38ea37e1237bbee944956135.jpg?imageView2/1/w/218/h/300
西北偏北,8.3,惊悚／悬疑／冒险,加里·格兰特／爱娃·玛丽·森特／詹姆斯·梅森,1959-07-17,https://p0.pipi.cn/mmdb/d2dad592c7e7e13ba311e5725371330d28216.jpg?imageView2/1/w/218/h/300
中途岛战役,7.4,纪录片／短片／战争,唐纳德·克里斯普／亨利·方达／简·达维尔,1942-09-14,https://p0.pipi.cn/basicdata/54ecded78078d311e5501522351c28b31ab3e.jpg?imageView2/1/w/218/h/300
最后一英里,暂无评分,剧情／悬疑／犯罪,阿尔弗雷德·希区柯克／大卫·韦恩／斯蒂夫·布罗狄,1957-04-07,https://p0.pipi.cn/basicdata/54ecded7030be102ff7e1213d6a5518355c9b.jpg?imageView2/1/w/218/h/300
韋駄天街道,暂无评分,剧情／古装,长谷川一夫／榎本健一／山根寿子,1944-01-14,https://p0.pipi.cn/basicdata/54ecded706d0e17e12f0eefdff77e48b77440.jpg?imageView2/1/w/218/h/300
木乃伊,7.9,恐怖,彼得·库欣／克里斯托弗·李／伊冯·弗奴克丝,1959-09-25,https://p0.pipi.cn/mmdb/d2dad592c7e7e139dd21f0eb5f0892d2ce00e.jpg?imageView2/1/w/218/h/300
波兰国铁 / 毕苏斯基收买贝特纽鲁,暂无评分,剧情,,1926-09-28,https://p0.pipi.cn/mmdb/d2dad592030c7eaf33ddd24fad6638d6755fc.jpg?imageView2/1/w/218/h/300
小龙女三戏白蛇精,暂无评分,动作,曹达华／冯宝宝／洪金宝,1963-01-29,https://p0.pipi.cn/mmdb/d2dad592e7a8d3e7aab12dbd194cc6b1b79bc.jpg?imageView2/1/w/218/h/300
七年之痒,7.7,喜剧／爱情,玛丽莲·梦露／汤姆·伊威尔／伊夫林·凯耶斯,1955-06-03,https://p0.pipi.cn/basicdata/54ecded7c690e12c9587a9ab99d9e871006ba.jpg?imageView2/1/w/218/h/300
射雕英雄传（一）,暂无评分,剧情／武侠,李清／梅绮／胡笳,1958-10-23,https://p0.pipi.cn/mmdb/fb7386be06d338b860f2aadebc25d6bd1b888.jpg?imageView2/1/w/218/h/300
101斑点狗,7.8,动漫,罗德·泰勒／汤姆·康威／西尔维·玛丽奥特,1961-01-25,https://p0.pipi.cn/mmdb/d2dad592c7e7e116bde7aa1ac4d57f8f04bbb.jpg?imageView2/1/w/218/h/300
剧院,8.4,喜剧／短片／奇幻,巴斯特·基顿／爱德华·克莱因／弗吉尼亚·福克斯,1921-10-06,https://p0.pipi.cn/mmdb/d2dad592b12c7e807757e2021afccd1cd98b1.jpg?imageView2/1/w/218/h/300
环游世界八十天,7.6,喜剧／爱情／家庭／冒险,大卫·尼文／罗伯特·莫利／诺埃尔·考沃德,1956-10-17,https://p0.pipi.cn/mmdb/d2dad52fecd87ab8607a351154e3386130bb4.jpg?imageView2/1/w/218/h/300
盘丝洞,8.1,剧情／动作／奇幻／古装,殷明珠／吴文超／夏佩珍,1927-02-02,https://p0.pipi.cn/mmdb/d2dad592b12f2a57e2395b8e61d5c56eb89a9.jpg?imageView2/1/w/218/h/300
米奇的首映礼,暂无评分,喜剧／动画／儿童,华特·迪士尼／玛塞丽特·加纳,1933-06-09,https://p0.pipi.cn/basicdata/54ecded78070e1030c5bf1103c23bc72e2efc.jpg?imageView2/1/w/218/h/300
上海,暂无评分,纪录片／战争,Suisei Matsui,1938-02-01,https://p0.pipi.cn/basicdata/54ecded70300e11789be2ae493ad65a9b9e50.jpg?imageView2/1/w/218/h/300
杀死一只知更鸟,8.3,剧情／犯罪,格利高里·派克／玛丽·巴德哈姆／罗伯特·杜瓦尔,1962-12-25,https://p0.pipi.cn/mmdb/d2dad592c7e7e116bd9ab4c3026ea090755dc.jpg?imageView2/1/w/218/h/300
卡萨布兰卡,8.6,剧情／爱情／战争,亨弗莱·鲍嘉／英格丽·褒曼／保罗·亨雷德,1942-11-26,https://p0.pipi.cn/mmdb/fb7386020fa51b338fddd2a7144e3385ebbb4.jpg?imageView2/1/w/218/h/300
虎口脱险,8.7,喜剧／战争,路易·德·菲奈斯／布尔维尔／克劳迪奥·布鲁克,1966-12-08,https://p0.pipi.cn/mmdb/25bfd6be030339030c9ab43d059ccc8e4e028.jpg?imageView2/1/w/218/h/300
金刚,7.8,动作／奇幻／冒险,布鲁斯·卡伯特／弗兰克·瑞切尔／诺贝·约翰逊,1933-03-02,https://p0.pipi.cn/mmdb/d2dad592c7e7e1cf3eddd204a5ca02086dc3f.jpg?imageView2/1/w/218/h/300
战争与和平,7.5,剧情／爱情／战争,奥黛丽·赫本／亨利·方达／梅尔·费勒,1956-08-21,https://p0.pipi.cn/mmdb/d2dad592c7e7e1395b16bd097b95a5d4eed39.jpg?imageView2/1/w/218/h/300
再见吧，夏天的太阳,7.1,剧情,冈田茉莉子／横内正／Paul Beauvais,1968-12-31,https://p0.pipi.cn/basicdata/54ecded78078d37a35f0ee558d68f8107b1ab.jpg?imageView2/1/w/218/h/300
恐怖蜡像馆,7.2,恐怖,文森特·普莱斯／弗兰克·洛夫乔伊／卡罗琳·琼斯,1953-04-25,https://p0.pipi.cn/mmdb/d2dad592c7e7e1395b338fedb9d4780cdb07a.jpg?imageView2/1/w/218/h/300
八部半,8.1,剧情／爱情,马塞洛·马斯楚安尼／克劳迪娅·卡汀娜／阿努克·艾梅,1963-02-13,https://p0.pipi.cn/mmdb/54ecde332c92ff537cc7ed4e123b8eb1f05ce.jpg?imageView2/1/w/218/h/300
前哨,7.3,剧情／战争,李亚林／徐连凯／马陋夫,1959-02-01,https://p0.pipi.cn/mmdb/d2dad592b12f2af0ee39dd624cee0fde35785.jpg?imageView2/1/w/218/h/300
罗密欧与朱丽叶,6.7,剧情／爱情,劳伦斯·哈维／苏珊·申塔尔／弗劳拉·罗博森,1954-09-01,https://p0.pipi.cn/mmdb/d2dad52f0308d311e571f730f9afb81ce09d2.jpg?imageView2/1/w/218/h/300
我失去了我的丈夫,暂无评分,喜剧／爱情,尼诺·贝索齐／保拉·布鲁布尼／Enrico Viarisio,1937-03-31,https://p0.pipi.cn/mmdb/d2dad592b12c7e07ac06d60a99efe4fa49367.jpg?imageView2/1/w/218/h/300
拉凡德山的暴徒,7.6,喜剧／犯罪,亚力克·基尼斯／斯坦利·霍洛威／希德·詹姆斯,1951-06-26,https://p0.pipi.cn/mmdb/25bfd65153751bcbaec6968f2fe24ee28b85a.jpg?imageView2/1/w/218/h/300
相见恨晚,8.1,爱情,特瑞沃·霍华德／西莉亚·约翰逊／阿尔菲·巴斯,1945-11-26,https://p0.pipi.cn/mmdb/d2dad52fe7abe1537c80774813ce2cee58881.jpg?imageView2/1/w/218/h/300
三只小猪,7.8,喜剧／动画／短片／歌舞,品托·考维格／Mary Moder／比利·布莱彻,1933-05-27,https://p0.pipi.cn/basicdata/54ecded78078d30e13e19b6fc66f881730e6a.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
苏州夜曲,6.6,爱情,长谷川一夫／李香兰／Kinji Fijuwa,1940-06-05,https://p0.pipi.cn/basicdata/54ecded78078d3d7c302ff3ce66a8d661d3ce.jpg?imageView2/1/w/218/h/300
缅甸的竖琴,8.2,剧情／战争,三国连太郎／西村晃／内藤武敏,1956-01-21,https://p0.pipi.cn/mmdb/d2dad592c7e7e1d23cd23cd6f6945e1b156f7.jpg?imageView2/1/w/218/h/300
音乐会,暂无评分,短片,,1896-04-20,https://p0.pipi.cn/basicdata/54ecded7e7a0e13ba37e1250a3c2fab9e8714.jpg?imageView2/1/w/218/h/300
白蛇传,7.2,爱情,李香兰／八千草薫／森繁久弥,1956-07-05,https://p0.pipi.cn/mmdb/d2dad592b12338d7c3b86054e57ed905b7bb2.jpg?imageView2/1/w/218/h/300
纽约联合广场的百老汇,6.1,纪录片／短片,,1896,https://p0.pipi.cn/basicdata/54ecded78078d380772c9582ef136575b46fe.jpg?imageView2/1/w/218/h/300
封神榜之一：大破黄河阵,暂无评分,,林家仪,1950-08-27,https://p0.pipi.cn/mmdb/d2dad592030c7eb860395b405ba4d4c7ad65c.jpg?imageView2/1/w/218/h/300
七宗罪,8.3,喜剧,克劳德·里奇／让-克洛德·布里亚利／克劳德·布莱塞,1962-01-01,https://p0.pipi.cn/mmdb/25bfd62ff2af2ab86017891e80f4e652badd0.jpg?imageView2/1/w/218/h/300
飞侠哥顿勇闯火星,暂无评分,科幻,巴斯特·克拉比／琼·罗杰斯／查尔斯·米德尔顿,1938-03-21,https://p0.pipi.cn/basicdata/54ecded70308d316bd3ba32a355db865b0138.jpg?imageView2/1/w/218/h/300
我们夫妇之间,6.7,剧情,蒋天流／王桂林／Ming Wen,1951-02-01,https://p0.pipi.cn/mmdb/d2dad592b12c7e281e21f0904552fee0d0e42.jpg?imageView2/1/w/218/h/300
抓狗总动员,暂无评分,喜剧／动画／短片／家庭,Dick Nelson／特克斯·艾弗里,1947-04-12,https://p0.pipi.cn/basicdata/54ecded78070e1d236313948ffa2714032798.jpg?imageView2/1/w/218/h/300
铁骑,7.8,历史／爱情／西部,乔治·奥布莱恩／马奇·贝拉米／J·法瑞尔·麦克唐纳,1925-10-05,https://p0.pipi.cn/mmdb/d2dad592b1251b7a3550157c283c79d383e6b.jpg?imageView2/1/w/218/h/300
兔八哥遭遇日本异形,7.0,喜剧／动画／短片／战争,梅尔·布兰科,1944-04-22,https://p0.pipi.cn/mmdb/d2dad592b12c7e395bb535d8a8ba22444a342.jpg?imageView2/1/w/218/h/300
静静的顿河,8.0,剧情／战争,彼得·格列博夫／叶林娜·贝斯特里茨卡娅／Daniil Ilchenko,1957-10-26,https://p0.pipi.cn/mmdb/25bfd6928d3c7eb86050c89a0437f983175ea.jpg?imageView2/1/w/218/h/300
我最后一次看见巴黎,7.3,剧情／爱情,伊丽莎白·泰勒／乔治·多伦兹／皮特·里德斯,1954-11-18,https://p0.pipi.cn/mmdb/d2dad592c7e7e1cbaeecd8e548b052e5299f3.jpg?imageView2/1/w/218/h/300
恐惧的代价,8.7,剧情／惊悚／冒险,伊夫·蒙当／夏尔·瓦内尔／彼得范埃克,1953-04-15,https://p0.pipi.cn/mmdb/d2dad592c7e7e17df5030cfd7aa9d02f93d91.jpg?imageView2/1/w/218/h/300
骄傲的将军,7.9,动画,,1956-01-01,https://p0.pipi.cn/mmdb/d2dad592b1251bb535e7aaa40d0b501d11b34.png?imageView2/1/w/218/h/300
現代性犯罪暗黒篇　ある通り魔の告白,暂无评分,剧情,芦川绘里／吉泽健／福间健二,1969,https://p0.pipi.cn/basicdata/54ecded7e7a0e1b860af3371523cbdecc3542.jpg?imageView2/1/w/218/h/300
Wanted for Murder,暂无评分,剧情／犯罪,达尔茜·格雷／Edna Wood／埃里克·波特曼,1946-05-23,https://p0.pipi.cn/basicdata/54ecded75370e139dd8d334fd874f1e268ee8.jpg?imageView2/1/w/218/h/300
吃奶的小孤儿,8.4,喜剧／动画／家庭／短片,威廉·汉纳,1946-05-18,https://p0.pipi.cn/mmdb/d2dad592b129238d3316bdfa1f1ae60124b32.jpg?imageView2/1/w/218/h/300
石景山钢铁厂修复一号炼铁炉,暂无评分,纪录片,,1951,https://p0.pipi.cn/mmdb/d2dad59206dc698ea3f0ee056f68b7da13d9d.jpg?imageView2/1/w/218/h/300
暗杀,7.9,剧情／动作,丹波哲郎／冈田英次／小泽荣太郎,1964-07-04,https://p0.pipi.cn/basicdata/54ecded78078d35bf1c696297effe828a3850.jpg?imageView2/1/w/218/h/300
出发,6.9,剧情／喜剧／爱情,Leon Dony／Georges Aubrey／Maxane,1967-10-13,https://p0.pipi.cn/mmdb/fb73868d2c987a501507ac97e6fdce23360b6.jpg?imageView2/1/w/218/h/300
唐伯虎点秋香,暂无评分,喜剧,白雪仙／梁醒波／刘克宣,1957-01-01,https://p0.pipi.cn/mmdb/d2dad592b122fff2aa80772516aa94b3cbde4.jpg?imageView2/1/w/218/h/300
画皮,6.9,剧情／恐怖／奇幻／古装,高远／朱虹／陈娟娟,1966-07-29,https://p0.pipi.cn/mmdb/25bfd69206d87a67cb57e2e504e25f1a19592.jpg?imageView2/1/w/218/h/300
毕业生,8.0,剧情／喜剧／爱情,达斯汀·霍夫曼／理查德·德莱福斯／诺曼·费尔,1967-12-20,https://p0.pipi.cn/mmdb/d2dad52fecd87a16bdcf3e2249e8df5b89a3a.jpg?imageView2/1/w/218/h/300
007之金手指,7.0,动作／惊悚／冒险,肖恩·康纳利／霍纳尔·布莱克曼／郭弼,1964-09-17,https://p0.pipi.cn/mmdb/d2dad52fe7abe151ba67cba62ba21b66300b0.jpg?imageView2/1/w/218/h/300
万宝山小霸王,暂无评分,冒险,约翰尼·谢菲尔德 ／劳蕾特·鲁丝／伦纳德米迪,1952-05-06,https://p0.pipi.cn/basicdata/54ecded7e7a8d3d7c31789265915478716925.jpg?imageView2/1/w/218/h/300
法外之徒,7.9,剧情／犯罪,安娜·卡里娜／达妮埃尔·吉拉尔／路易莎·科尔佩恩,1964-08-05,https://p0.pipi.cn/mmdb/54ecde9a2c93385bf139ddafc6fce673ec085.jpg?imageView2/1/w/218/h/300
《花为媒》,9.1,戏曲,李忆兰／赵丽蓉／新凤霞,1963-08-31,https://p0.pipi.cn/mmdb/25bfd62fd7c02f3ba39ab4486fb2099680ca8.jpg?imageView2/1/w/218/h/300
谋杀,7.4,悬疑／惊悚／犯罪,赫伯特·马歇尔／诺拉·贝琳／菲利普康斯塔姆,1930-07-31,https://p0.pipi.cn/mmdb/25bfd651ecdc7e8d332ff7197c18519966ee5.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
黄先生破唐人街案,暂无评分,悬疑,波利斯·卡洛夫／玛乔丽·雷诺兹／格兰特·威瑟斯,1939-03-15,https://p0.pipi.cn/basicdata/54ecded7e7a8d37df59235324c57c02b555df.jpg?imageView2/1/w/218/h/300
茶花女,8.4,剧情,罗伯特·泰勒／莱昂纳尔·巴里摩尔／伊丽莎白·艾兰,1936-12-12,https://p0.pipi.cn/mmdb/d2dad592c7e7e15015e5bc0d500ccc9a7dfd6.jpg?imageView2/1/w/218/h/300
Kaiser Wilhelm II. beim Besuche der Vulkan-Werft in Stettin am 4. Mai 1897,暂无评分,纪录片／短片／历史,威廉二世皇帝,1897,https://p0.pipi.cn/mmdb/fb73869a807c7eecd88077b94e0ad20b198c4.jpg?imageView2/1/w/218/h/300
西游记,暂无评分,,王元龙／许可／尤光照,1956-06,https://p0.pipi.cn/basicdata/54ecded70300e1f0ee06d65e2e944a519deb2.jpg?imageView2/1/w/218/h/300
独行杀手,8.1,剧情／悬疑／惊悚／犯罪,阿兰·德龙／弗朗索瓦·佩里埃／米歇尔·博斯荣德,1967-10-25,https://p0.pipi.cn/mmdb/fb7386d7c7e51b3139b5353c1f6c3db258f08.jpg?imageView2/1/w/218/h/300
甜蜜的生活,8.1,剧情／喜剧,马塞洛·马斯楚安尼／安妮塔·艾克伯格／阿努克·艾梅,1960-02-04,https://p0.pipi.cn/mmdb/fb73868d11e2ffd2365015b414c8174508eed.jpg?imageView2/1/w/218/h/300
《花为媒》,9.1,戏曲,李忆兰／赵丽蓉／新凤霞,1963-08-31,https://p0.pipi.cn/mmdb/25bfd62fd7c02f3ba39ab4486fb2099680ca8.jpg?imageView2/1/w/218/h/300
谋杀,7.4,悬疑／惊悚／犯罪,赫伯特·马歇尔／诺拉·贝琳／菲利普康斯塔姆,1930-07-31,https://p0.pipi.cn/mmdb/25bfd651ecdc7e8d332ff7197c18519966ee5.jpg?imageView2/1/w/218/h/300
印度,7.7,剧情／纪录片,,1959-05-09,https://p0.pipi.cn/basicdata/54ecded78070e192572c95568a6ad8632e9dd.jpg?imageView2/1/w/218/h/300
南泥湾,5.8,纪录片／短片／历史,,1942-01-01,https://p0.pipi.cn/mmdb/d2dad592b122ff11e5b5351cfdd133189b1ff.jpg?imageView2/1/w/218/h/300
4度空间大师,暂无评分,动作／爱情／科幻／惊悚,Guy Raymond／罗伯特·兰辛／李·麦瑞威瑟,1959-10-07,https://p0.pipi.cn/mmdb/d2dad592c7e7e1cbae50c8bd1f88aff619469.jpg?imageView2/1/w/218/h/300
被我遗弃的女人,暂无评分,剧情,小林敏江／浅丘琉璃子／加藤治子,1969-09-03,https://p0.pipi.cn/basicdata/54ecded78070e1c9fd21f0fee540f70403270.jpg?imageView2/1/w/218/h/300
一个明星的诞生,8.0,剧情／爱情／歌舞,朱迪·嘉兰／詹姆斯·梅森／查尔斯·比克福德,1954-09-29,https://p0.pipi.cn/mmdb/d2dad592c7e7e107ac230f77d610aa225d058.jpg?imageView2/1/w/218/h/300
Sweet Mama,暂无评分,剧情／犯罪,爱丽斯·怀特／大卫·曼纳斯／肯尼思·汤姆森,1930-07-06,https://p0.pipi.cn/basicdata/54ecded706d8d38ea32c9518bc61f7292b838.jpg?imageView2/1/w/218/h/300
黄飞鸿喋血马鞍山,暂无评分,动作,关德兴／任燕／阮兆輝,1957-04-17,https://p0.pipi.cn/basicdata/54ecded78078d3338f50158a6fa36cd30b8cd.jpg?imageView2/1/w/218/h/300
天仙配,7.9,戏曲／神话,严凤英／王少舫／张云风,1955-02-01,https://p0.pipi.cn/mmdb/25bfd692338339501502ff93fc7782fc9b105.jpg?imageView2/1/w/218/h/300
后窗,8.5,惊悚／悬疑,詹姆斯·史都华／格蕾丝·凯利／瑟尔玛·瑞特,1954-08-01,https://p0.pipi.cn/mmdb/d2dad592c7e7e1af3302ffde59e271ef8fa14.jpg?imageView2/1/w/218/h/300
黄金三镖客,8.9,西部／冒险,克林特·伊斯特伍德／李·范·克里夫／埃里·瓦拉赫,1966-12-23,https://p0.pipi.cn/mmdb/d2dad592b1251b51bae19b273fe459c74c6b8.jpg?imageView2/1/w/218/h/300
妖女复仇,暂无评分,,邝山笑／张活游／梁上燕,1948-03-10,https://p0.pipi.cn/mmdb/d2dad59206dc7e0faf030ca243b82c30e93d6.jpg?imageView2/1/w/218/h/300
彼得潘,7.5,家庭／奇幻／冒险,艾斯特·罗尔斯顿／西里尔·查德威克／玛丽·布莱恩,1924-12-29,https://p0.pipi.cn/basicdata/54ecded7e7a0e12ff7339e0e0d9222f896b8b.jpg?imageView2/1/w/218/h/300
台球猫,8.5,喜剧／动画／短片,威廉·汉纳,1950-11-25,https://p0.pipi.cn/basicdata/54ecded78078d387a9300bc82dd3d1bb85585.jpg?imageView2/1/w/218/h/300
游泳池,6.9,剧情／犯罪,阿兰·德龙／罗密·施奈德／简·柏金,1969-01-31,https://p0.pipi.cn/mmdb/25bfd6718d3c69ecd850c827b2d41c1111a38.jpg?imageView2/1/w/218/h/300
第三次世界大战 四十一小时的恐怖,暂无评分,剧情／科幻,梅宫辰夫／三田佳子／Noribumi Fujishima,1960-10-19,https://p0.pipi.cn/basicdata/54ecded70300e1230f39dd304281888a2a55c.jpg?imageView2/1/w/218/h/300
迷魂记,8.4,惊悚／剧情／悬疑,詹姆斯·史都华／金·诺瓦克／汤姆·赫尔莫,1958-05-09,https://p0.pipi.cn/mmdb/d2dad592c7e7e1b860925793f1734b04bb4ec.jpg?imageView2/1/w/218/h/300
危机,7.1,剧情／爱情,维克多·安德松／安娜-丽莎·鲍德／Allan Bohlin,1946-02-25,https://p0.pipi.cn/mmdb/d2dad592b1233802ff92577a0ec4a8afaff5c.jpg?imageView2/1/w/218/h/300
平步青云,7.3,剧情／爱情／战争／奇幻,大卫·尼文／金·亨特／凯思琳·拜荣,1946-12-30,https://p0.pipi.cn/basicdata/54ecded78078d311e5f2aa902eab2067265b0.jpg?imageView2/1/w/218/h/300
秘密电影院,暂无评分,喜剧／短片,巴里·丹尼／埃斯特尔奥曼斯／Mimi Randolph,1968-05-01,https://p0.pipi.cn/basicdata/54ecded78078d39ab439ddaf7552df057c663.jpg?imageView2/1/w/218/h/300
定军山,8.3,纪录片／戏曲,谭鑫培,1905,https://p0.pipi.cn/mmdb/d2dad592b12338cf3eb53529a965e3fa2a85e.jpg?imageView2/1/w/218/h/300
百花洲,暂无评分,剧情,陈玉梅／余光／陈绮霞,1934,https://p0.pipi.cn/mmdb/d2dad592b12c7eecd88ea3062c75dc65cd95b.jpg?imageView2/1/w/218/h/300
神笔马良,7.2,动画,,1955-12-31,https://p0.pipi.cn/mmdb/d2dad592b12f2a2c953ba32af6902839aa0e1.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
偷自行车的人,8.4,剧情,兰贝托·马乔拉尼／赛尔乔·莱昂内／Elena Altieri,1948-11-24,https://p0.pipi.cn/basicdata/54ecded7c698d3300b8d33dd89aff8306331d.jpg?imageView2/1/w/218/h/300
巨人传,7.8,剧情／西部,詹姆斯·迪恩／伊丽莎白·泰勒／洛克·赫德森,1956-11-24,https://p0.pipi.cn/mmdb/25bfd6928d3b120e1316bd8f6dc74104b76f5.jpg?imageView2/1/w/218/h/300
法兰西堡的市场,6.1,纪录片／短片,,1902,https://p0.pipi.cn/basicdata/54ecded7e7a0e1b12db5354a8844907982294.jpg?imageView2/1/w/218/h/300
独臂刀,7.5,剧情／动作／武侠／古装,王羽／焦姣／田丰,1967-07-26,https://p0.pipi.cn/mmdb/d2dad592b12b12c696b535deed3b4f3954e4b.jpg?imageView2/1/w/218/h/300
热情如火,8.4,爱情／喜剧,玛丽莲·梦露／托尼·柯蒂斯／杰克·莱蒙,1959-03-29,https://p0.pipi.cn/mmdb/d2dad592c7e7e1cbae2ff72ad40b5e2e76675.jpg?imageView2/1/w/218/h/300
扎齐坐地铁,7.8,喜剧／奇幻,凯瑟琳·德蒙吉奥／菲利浦·诺瓦雷／于贝尔·德尚,1960-10-28,https://p0.pipi.cn/mmdb/d2dad592b12338f0ee537c9f721e9925b3b83.jpg?imageView2/1/w/218/h/300
小鹿斑比遇见哥斯拉,7.1,喜剧／动画／短片,,1969-07-10,https://p0.pipi.cn/basicdata/54ecded78078d3c7ed3ba3919aff53c442f74.jpg?imageView2/1/w/218/h/300
一剑穿心,暂无评分,武侠,Hao Chin／Pin Chen／雷鸣,1969,https://p0.pipi.cn/basicdata/54ecded78070e18ea3c9fdca94e689fae0c4f.jpg?imageView2/1/w/218/h/300
小兵,7.5,战争／剧情,米歇尔·索博／安娜·卡里娜／亨利-雅克·于埃,1963-01-25,https://p0.pipi.cn/basicdata/54ecded78078d32c952ff70caf7cd974c4aeb.jpg?imageView2/1/w/218/h/300
城中城：克罗根与卡隆堡,6.9,纪录片／短片,Sven Ludvigsen,1955-01-01,https://p0.pipi.cn/mmdb/d2dad592b1292321f0b535288d4a3015ce187.jpg?imageView2/1/w/218/h/300
公元前一百万年,暂无评分,爱情／科幻／奇幻／冒险,维克多·迈彻／罗伯特·布朗／约翰·理查森,1940-04-05,https://p0.pipi.cn/mmdb/d2dad592b123389ab417893aed90e3186f1e6.jpg?imageView2/1/w/218/h/300
巴黎假期,6.6,喜剧／爱情,奥黛丽·赫本／玛琳·黛德丽／格雷瓜尔·阿斯兰,1964-04-08,https://p0.pipi.cn/mmdb/d2dad52fecddddbe12ecd8e1657145ff52efb.jpg?imageView2/1/w/218/h/300
要爱的女人,7.1,剧情／喜剧,米歇尔·梅奇／恩里科·玛丽亚·萨莱诺／加布里埃莱·丁蒂,1967-04-07,https://p0.pipi.cn/mmdb/d2dad592b1251b50c85015f86292c11cfe8c0.jpg?imageView2/1/w/218/h/300
十日谈,暂无评分,剧情／爱情,詹姆森·托马斯／阿尔伯特·施泰因瑞克／Hanna Ralph,1924-09-01,https://p0.pipi.cn/basicdata/54ecded78070e1c6962ff7bf7473faa9329cc.jpg?imageView2/1/w/218/h/300
阿尔及利亚的烛光,暂无评分,剧情／战争,詹姆斯·梅森／卡拉·莱曼／Raymond Lovell,1944-02-20,https://p0.pipi.cn/basicdata/54ecded7e7a8d3d236338fe5f6c5bb7146239.jpg?imageView2/1/w/218/h/300
绝处逢生,6.8,剧情／爱情／惊悚／西部,特雷莎·怀特／罗伯特·米彻姆／朱迪丝·安德森,1947-03-05,https://p0.pipi.cn/mmdb/d2dad592c7e7e1230f8ea3b62c8e585733db2.jpg?imageView2/1/w/218/h/300
钢铁是怎样炼成的,6.6,剧情,弗拉基米尔·巴拉瑟夫／尼古拉·布勃诺夫／A. Dunsysky,1942-09-28,https://p0.pipi.cn/basicdata/54ecded78078d3537c87a92b682a30b30dd45.jpg?imageView2/1/w/218/h/300
白蛇传-断桥,暂无评分,戏曲,,1955,https://p0.pipi.cn/mmdb/d2dad592030807ecd867cbbf48b1dd9fdba2d.jpg?imageView2/1/w/218/h/300
哥斯拉的反击,6.2,剧情／动作／爱情／科幻,小泉博／若山节子／千秋实,1955-04-24,https://p0.pipi.cn/mmdb/d2dad592b12c7e3139537c93147b9e05c10f3.jpg?imageView2/1/w/218/h/300
坏种,6.1,剧情／喜剧／爱情,达尼尔·达黎欧／皮埃尔·曼冈／Raymond Galle,1934-01-01,https://p0.pipi.cn/mmdb/d2dad592b12f2a67cbddd2e5ad1d1eb1b36cb.jpg?imageView2/1/w/218/h/300
大地,7.5,剧情,斯捷潘·什库拉特／谢苗·斯瓦申科／朱丽娅·索恩泽娃,1930-04-08,https://p0.pipi.cn/basicdata/54ecded7e7a8d316bd2c95acc8f31052cc081.jpg?imageView2/1/w/218/h/300
十年大庆——内蒙古自治区成立十周年,暂无评分,纪录片,,1957,https://p0.pipi.cn/mmdb/d2dad5927a30e157e2c9fd0970f211b6550ea.jpg?imageView2/1/w/218/h/300
巴黎圣母院,7.7,剧情,查尔斯·劳顿／塞德里克·哈德威克／托马斯·米切尔,1939-12-29,https://p0.pipi.cn/basicdata/54ecded78078d33ba3230facfe6d2bca30e30.jpg?imageView2/1/w/218/h/300
滑稽戏,暂无评分,喜剧,弗朗索瓦丝·罗赛／米切尔·西芒／让-皮埃尔·奥蒙特,1937-10-20,https://p0.pipi.cn/basicdata/54ecded78078d30faf51ba040c24807f5391d.jpg?imageView2/1/w/218/h/300
