影片名称,评分,类型,主演,上映日期,图片URL
奇迹,8.5,剧情／家庭,前田旺志郎／前田航基／阿部宽,2012-06-16,https://p0.pipi.cn/mmdb/d2dad592b122ffb12d2c95d67f5d3c757490a.jpg?imageView2/1/w/218/h/300
使徒行者,8.8,动作／犯罪,张家辉／古天乐／佘诗曼,2016-08-11,https://p0.pipi.cn/mmdb/d2dad5927e12ffc9fdf2aaf8b3bbb53e7f053.jpg?imageView2/1/w/218/h/300
火星计划,暂无评分,科幻／惊悚,Bree Woodill／Jason Asuncion,2015,https://p0.pipi.cn/basicdata/54ecded7c698d3b12de7aa585c6a739368a3f.jpg?imageView2/1/w/218/h/300
欢乐丛林之外星人大冒险,暂无评分,动画／冒险／合家欢,李凤良／滕奎兴／李靖,2023-07-15 10:00,https://p0.pipi.cn/basicdata/54ecde338070fa300b7e1216d615d747cd91b.jpg?imageView2/1/w/218/h/300
英伦对决,8.4,剧情／动作／犯罪,成龙／徐音妙甜／皮尔斯·布鲁斯南,2017-09-30,https://p0.pipi.cn/mmdb/d2dad5927e10fa8ea37df55bc089b633a76c0.jpg?imageView2/1/w/218/h/300
小小的愿望,8.7,喜剧／青春,彭昱畅／王大陆／魏大勋,2019-09-12,https://p0.pipi.cn/mmdb/d2dad5925372ff50c8e5bc388957632037d26.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
如父如子,8.0,剧情,福山雅治／尾野真千子／真木阳子,2013-09-28,https://p0.pipi.cn/mmdb/d2dad592b125bfc9fdd23c99d956b1043f64c.jpg?imageView2/1/w/218/h/300
怒江,暂无评分,剧情／犯罪,王砚辉／邓恩熙／黄天,,https://p0.pipi.cn/mmdb/fb7386339235bf2c9550c85c489dbd9123a56.jpg?imageView2/1/w/218/h/300
速度与激情4,7.4,动作／惊悚／犯罪,范·迪塞尔／保罗·沃克／米歇尔·罗德里格兹,2009-04-15,https://p0.pipi.cn/mmdb/d2dad592b129238d33923539ece773ce667e4.jpg?imageView2/1/w/218/h/300
星球大战：原力觉醒,8.2,冒险／科幻／奇幻,黛茜·雷德利／约翰·博耶加／亚当·德赖弗,2016-01-09,https://p0.pipi.cn/mmdb/d2dad592b125bf230f0e1312b0bacc3d00ca6.jpg?imageView2/1/w/218/h/300
哥斯拉,7.3,剧情／科幻／恐怖,宝田明／河内桃子／志村乔,1954-11-03,https://p0.pipi.cn/mmdb/d2dad592b1251b50c8c696f56576e063ba5fd.jpg?imageView2/1/w/218/h/300
狄仁杰之四大天王,8.1,动作／悬疑／奇幻／武侠／古装,赵又廷／冯绍峰／林更新,2018-07-27,https://p0.pipi.cn/mmdb/d2dad5927e10fa9235d236fe4a4d8178ad9d9.jpg?imageView2/1/w/218/h/300
名侦探柯南：江户川柯南失踪事件 史上最惨的两天,7.0,剧情／动画,高山南／林原惠美／香川照之,2014-12-26,https://p0.pipi.cn/basicdata/54ecded78070e1c7edaf3353027450ecbc3e0.jpg?imageView2/1/w/218/h/300
敢问路在何方,暂无评分,,,,https://p0.pipi.cn/mmdb/d2dad5927a371fc7edd23c3daffc596d8a29b.jpg?imageView2/1/w/218/h/300
鬼才之道,暂无评分,喜剧／恐怖,陈柏霖／张榕容／王净,2024-08-07,https://p0.pipi.cn/basicdata/54ecded7c690e106d6af3371c0eb1d8ecfb39.jpg?imageView2/1/w/218/h/300
名侦探柯南 天空的遇难船,8.2,动作／动画／悬疑,高山南／山崎和佳奈／林原惠美,2010-04-17,https://p0.pipi.cn/basicdata/54ecded78078d3c6963139c16c661b6132ae9.jpg?imageView2/1/w/218/h/300
惊梦,暂无评分,剧情／戏曲,左梓煊／王凤云／贺子璇,,https://p0.pipi.cn/basicdata/54ecded7c698d3e7aa92573f7bc204e7b5d19.jpg?imageView2/1/w/218/h/300
魁拔之十万火急,8.7,动画／奇幻／冒险,刘婧荦／王凯／阿杰,2011-07-08,https://p0.pipi.cn/mmdb/d2dad592b122ffc7ede19bd208a5e08e9ee20.webp?imageView2/1/w/218/h/300
那些年，我们一起追的女孩,8.4,剧情／喜剧／爱情,柯震东／陈妍希／敖犬,2012-01-06,https://p0.pipi.cn/mmdb/d2dad592c7e7e1537ce19bbff7f917d3153ce.jpg?imageView2/1/w/218/h/300
素媛,9.1,剧情,李来／薛景求／严智苑,2013-10-02,https://p0.pipi.cn/mmdb/d2dad592b125bf230f8d3384ef8b5b7ad3de5.jpg?imageView2/1/w/218/h/300
神奇四侠,7.9,冒险／奇幻／动作／爱情,艾恩·格拉法德／杰西卡·阿尔芭／克里斯·埃文斯,2005-09-29,https://p0.pipi.cn/mmdb/d2dad592b1251bddd239ddf72fa1807d3c23c.jpg?imageView2/1/w/218/h/300
逐浪,暂无评分,,,,https://p0.pipi.cn/mmdb/fb738602030338ddd207acc7800fb25961344.jpg?imageView2/1/w/218/h/300
浴血黑帮,暂无评分,剧情／犯罪,基里安·墨菲／保罗·安德森／娜塔莎·奥基弗,,https://p0.pipi.cn/basicdata/54ecded706d0e167cbb860ab2445554d3c20b.jpg?imageView2/1/w/218/h/300
黑衣人：异形入侵,8.1,动作／科幻／短片,威尔·史密斯／雷普·汤恩／格雷格·白尔杰,2000-01-01,https://p0.pipi.cn/mmdb/d2dad592b122ffc69611e5f96266569e6ccd3.jpg?imageView2/1/w/218/h/300
开国将帅授衔1955,暂无评分,历史／剧情／战争,秦海璐／李晨／王迅,2023-11-24,https://p0.pipi.cn/mmdb/fb7386510faddd395b92350e60008e21d0e13.jpg?imageView2/1/w/218/h/300
急先锋,8.3,动作／冒险／喜剧,成龙／杨洋／艾伦,2020-09-30 10:00,https://p0.pipi.cn/mmdb/d2dad5925372ff87a971f7b6b6b1833d6b894.jpg?imageView2/1/w/218/h/300
欢乐好声音,9.2,喜剧／动画／音乐,马修·麦康纳／大鹏／瑞茜·威瑟斯彭,2017-02-17,https://p0.pipi.cn/mmdb/d2dad5927e10fa030c8d334324219f7ade50d.jpg?imageView2/1/w/218/h/300
钢铁飞龙之奥特曼崛起,8.8,动画／动作／科幻,李团／张页川／罗云熙,2019-01-18,https://p0.pipi.cn/mmdb/d2dad5925370faaf33e7aa75a01241a559967.jpg?imageView2/1/w/218/h/300
游戏人生 零,9.2,动画／爱情,松冈祯丞／茅野爱衣／日笠阳子,2019-07-19,https://p0.pipi.cn/mmdb/d2dad59253751b16bde7aa93fdf1de52f04dd.jpg?imageView2/1/w/218/h/300
推拿,8.2,剧情／爱情,郭晓东／秦昊／张磊,2014-11-28,https://p0.pipi.cn/mmdb/d2dad592b125bf3139f0eedc96793ed218267.jpg?imageView2/1/w/218/h/300
哈利·波特与凤凰社,8.7,奇幻／冒险／家庭／悬疑,丹尼尔·雷德克里夫／艾玛·沃特森／鲁伯特·格林特,2007-08-10,https://p0.pipi.cn/mmdb/25bfd633d7c06d300b300b9183cdc1ab53572.jpg?imageView2/1/w/218/h/300
大侦探皮卡丘,8.6,冒险／奇幻／喜剧,瑞安·雷诺兹／雷佳音／贾斯蒂斯·史密斯,2019-05-10,https://p0.pipi.cn/mmdb/d2dad5927e10fa57e206d697581b47444ae8c.jpg?imageView2/1/w/218/h/300
垫底辣妹,8.9,喜剧／青春／励志,有村架纯／伊藤淳史／吉田羊,2016-04-14,https://p0.pipi.cn/mmdb/25bfd6025bf5bf21f0ecd87a426aa4ce51504.jpg?imageView2/1/w/218/h/300
苏州文化艺术中心管理有限公司意大利电影展映,暂无评分,,,,https://p0.pipi.cn/mmdb/fb7386920fa51b71f7f2aa4cd7eeb7ac5a645.jpg?imageView2/1/w/218/h/300
命运之夜——天之杯3：春之歌,8.8,剧情／动画／奇幻,杉山纪彰／下屋则子／植田佳奈,2020-08-15,https://p0.pipi.cn/basicdata/54ecded77e10e1395bbe2a3f36753550c80ec.jpg?imageView2/1/w/218/h/300
古董局中局,8.9,剧情／悬疑／冒险,雷佳音／李现／辛芷蕾,2021-12-03,https://p0.pipi.cn/mmdb/d2dad5925379231789395b08275dd3beedb49.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
疯狂原始人2,9.0,喜剧／动画／冒险,艾玛·斯通／尼古拉斯·凯奇／瑞安·雷诺兹,2020-11-27,https://p0.pipi.cn/mmdb/d2dad592b12f2a030c7e123a551f25b4aac01.jpg?imageView2/1/w/218/h/300
命运之夜——天之杯3：春之歌,8.8,剧情／动画／奇幻,杉山纪彰／下屋则子／植田佳奈,2020-08-15,https://p0.pipi.cn/basicdata/54ecded77e10e1395bbe2a3f36753550c80ec.jpg?imageView2/1/w/218/h/300
古董局中局,8.9,剧情／悬疑／冒险,雷佳音／李现／辛芷蕾,2021-12-03,https://p0.pipi.cn/mmdb/d2dad5925379231789395b08275dd3beedb49.jpg?imageView2/1/w/218/h/300
出路,8.2,纪录片,Zhenxiang Wang／Pan Wang／Renzhen Dai,2012-11-27,https://p0.pipi.cn/mmdb/d2dad592e7af2a501521f06c4f1f6ba66969f.jpg?imageView2/1/w/218/h/300
海洋奇缘,9.1,动画／冒险,奥丽伊·卡瓦洛 ／道恩·强森／瑞秋·豪斯,2016-11-25,https://p0.pipi.cn/mmdb/d2dad592b12f2ab12d9257f4044531bcfd32f.jpg?imageView2/1/w/218/h/300
一周的朋友,7.9,剧情／青春,赵今麦／林一／沈月,2022-06-18 09:00,https://p0.pipi.cn/mmdb/fb7386028ea92351ba5bf183e035b53fc2f3e.jpg?imageView2/1/w/218/h/300
五月天追梦,7.3,剧情／纪录片／音乐,陈信宏／温尚翊／刘冠佑,2011-09-23,https://p0.pipi.cn/mmdb/d2dad592b125bf92578ea3a6d8ec285e334eb.jpg?imageView2/1/w/218/h/300
BLUE LOCK 蓝色监狱 超速上映版 蓝色监狱 入狱篇,暂无评分,动画,,2022-09-23,https://p0.pipi.cn/mmdb/fb73862f71f92331397e12d0b60c260ec810c.jpg?imageView2/1/w/218/h/300
伞中情,7.6,冒险／喜剧／犯罪,皮埃尔·里夏尔／戈登·米切尔／热拉尔·朱诺,1980-10-08,https://p0.pipi.cn/mmdb/d2dad592b129238d33395bb655e0b0c8a468d.jpg?imageView2/1/w/218/h/300
守望青春,暂无评分,剧情,林永健／代超／罗辑,2021-09-17,https://p0.pipi.cn/mmdb/d2dad5927a3f2ae19bf2aab7037cfdc93b3c8.jpg?imageView2/1/w/218/h/300
Apartment 5D,暂无评分,科幻,Peya Bipasha／Prosun Azad,2015-07-20,https://p0.pipi.cn/mmdb/d2dad592e7ac6992357a35c47090d0690e896.jpg?imageView2/1/w/218/h/300
愿有情人终成眷属,暂无评分,剧情／爱情,赵丽颖／王俊凯,,https://p0.pipi.cn/basicdata/54ecded7c690e12ff7e5bc035ba6c94a69de1.jpg?imageView2/1/w/218/h/300
名侦探柯南：漆黑的追踪者,8.3,动画／悬疑,高山南／山崎和佳奈／神谷明,2010-01-14,https://p0.pipi.cn/mmdb/d2dad592c7e7e111e5be2a90ae349f84779e9.jpg?imageView2/1/w/218/h/300
超能陆战队,9.5,动画／喜剧／动作,瑞恩·波特／斯科特·安第斯／T·J·米勒,2015-02-28,https://p0.pipi.cn/mmdb/d2dad592b125bf50c8af33dd1fb72c8917430.jpg?imageView2/1/w/218/h/300
狂怒沙暴,5.2,喜剧／动作／惊悚／冒险,成龙／约翰·塞纳／马心瑞,2023-07-06,https://p0.pipi.cn/mmdb/d2dad59253751bc9fd21f0583e68dc79d6b0f.jpg?imageView2/1/w/218/h/300
拆弹专家,9.0,动作／悬疑／犯罪,刘德华／姜武／宋佳,2017-04-28,https://p0.pipi.cn/mmdb/d2dad5927e10fad2369ab46e594ea670c231d.jpg?imageView2/1/w/218/h/300
白鹤亮翅,暂无评分,剧情,王景春／颜丙燕／白红标,,https://p0.pipi.cn/mmdb/d2dad5927a302f030c06d672670ab7c5a53a6.jpg?imageView2/1/w/218/h/300
终结者,8.1,动作／科幻／惊悚,阿诺德·施瓦辛格／迈克尔·比恩／琳达·汉密尔顿,1992-06,https://p0.pipi.cn/mmdb/d2dad592c7e7e1be2aaf3391b56ad3d03f4d5.jpg?imageView2/1/w/218/h/300
金刚狼2,8.4,科幻／动作／冒险,休·杰克曼／冈本多绪／福岛莉拉,2013-10-17,https://p0.pipi.cn/mmdb/d2dad592b125bfc9fd8077de2609063d3e9e4.jpg?imageView2/1/w/218/h/300
生化危机5：惩罚,7.2,动作／恐怖,米拉·乔沃维奇／米歇尔·罗德里格兹／李冰冰,2013-03-17,https://p0.pipi.cn/mmdb/d2dad592c7e7e1ecd8537c159cf6b0033ea29.jpg?imageView2/1/w/218/h/300
爱丽丝梦游仙境,8.2,家庭／奇幻／冒险,米娅·华希科沃斯卡／约翰尼·德普／海伦娜·伯翰·卡特,2010-03-26,https://p0.pipi.cn/mmdb/d2dad592c7e7e1b535807718ff5697e9e8b46.jpg?imageView2/1/w/218/h/300
尸奶俱乐部,4.3,恐怖,Cameron Dent／Nikki Wallin／Andrea Rosolia,2019-04-30,https://p0.pipi.cn/mmdb/d2dad592030be1be2abe12b1bc43bb5c6c12f.jpg?imageView2/1/w/218/h/300
李茶的姑妈,7.9,喜剧,黄才伦／艾伦／宋阳,2018-09-30,https://p0.pipi.cn/mmdb/d2dad5925372ff9235030c7da148ff2998f83.jpg?imageView2/1/w/218/h/300
心想事成,暂无评分,剧情,赵佳／斯达／林良翔,2024-08-23,https://p0.pipi.cn/basicdata/54ecde3387af2ac9fd8077d4e227275c97642.jpg?imageView2/1/w/218/h/300
除暴,8.6,犯罪／剧情／动作,王千源／吴彦祖／春夏,2020-11-20,https://p0.pipi.cn/mmdb/d2dad5925370fac9fd51ba6175c0016f64cb3.jpg?imageView2/1/w/218/h/300
花千骨,暂无评分,奇幻／爱情,陈都灵／李程彬／茅子俊,2024-01-20,https://p0.pipi.cn/mmdb/54ecdebe7e1f2abe1207ac48ff2640706fe6d.jpg?imageView2/1/w/218/h/300
悲惨世界,8.8,剧情／爱情／音乐,休·杰克曼／安妮·海瑟薇／罗素·克劳,2013-02-28,https://p0.pipi.cn/mmdb/d2dad592b125bf39ddb53535f1e8c9d192d84.jpg?imageView2/1/w/218/h/300
蜡笔小新：决一胜负！逆袭的机器人爸爸,7.6,喜剧／动画／儿童,矢岛晶子／藤原启治／武井咲,2014-04-19,https://p0.pipi.cn/mmdb/d2dad5927e12ff281e57e256388da550e952e.jpg?imageView2/1/w/218/h/300
唐伯虎点秋香,9.1,古装／喜剧／爱情,周星驰／巩俐／郑佩佩,1993-07-01,https://p0.pipi.cn/mmdb/fb7386dd5bff2ac9fdd23cf492685668c9ae0.jpg?imageView2/1/w/218/h/300
恐龙,7.4,动画／家庭,D·B·斯威尼／阿尔法·伍达德／奥西·戴维斯,2000-07-18,https://p0.pipi.cn/mmdb/d2dad592c7e7e1cf3e2ff77702e062aca3b23.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
杀破狼,8.4,剧情／动作／犯罪,甄子丹／洪金宝／任达华,2005-11-18,https://p0.pipi.cn/basicdata/54ecded78070e1c9fd2c95d147748c9166096.jpg?imageView2/1/w/218/h/300
闪灵,8.3,恐怖／剧情,杰克·尼科尔森／谢莉·杜瓦尔／丹尼·劳埃德,1980-05-23,https://p0.pipi.cn/mmdb/d2dad592c7e7e1d236ecd8855abffaeb2abd4.jpg?imageView2/1/w/218/h/300
一箭穿心,暂无评分,剧情／动作／战争／武侠,鲁昊／赵悦／路顺,2024-08-29,https://p0.pipi.cn/basicdata/54ecde337a38d367cb300b95226c58597c952.jpg?imageView2/1/w/218/h/300
霍比特人1：意外之旅,8.4,剧情／动作／冒险／奇幻,伊恩·麦克莱恩／马丁·弗瑞曼／理查德·阿米蒂奇,2013-02-22,https://p0.pipi.cn/mmdb/d2dad592c7e7e1ecd85015bd5b20664c1a820.jpg?imageView2/1/w/218/h/300
盛夏未来,9.1,剧情／青春,张子枫／吴磊／郝蕾,2021-07-30,https://p0.pipi.cn/mmdb/d2dad5927a387a9ab42ff7ed013d749f9cfdf.jpg?imageView2/1/w/218/h/300
日常幻想指南,7.9,喜剧／奇幻／爱情,王彦霖／焦俊艳／高捷,2021-09-19 09:00,https://p0.pipi.cn/mmdb/d2dad5920307e1ecd8807787c7a054b2162de.jpg?imageView2/1/w/218/h/300
请别相信她,8.8,爱情／喜剧,章若楠／吴昱翰／吴彦姝,2023-05-20 09:00,https://p0.pipi.cn/mmdb/fb738687c699238ea39235b9175d8e4b49049.jpg?imageView2/1/w/218/h/300
边陲往事,暂无评分,剧情／动作／冒险,,,https://p0.pipi.cn/mmdb/d2dad5927a35bfbe12cf3e9e1cd2d82589694.jpg?imageView2/1/w/218/h/300
嫌疑人x的献身,8.6,剧情／爱情／悬疑,王凯／张鲁一／林心如,2017-03-31,https://p0.pipi.cn/mmdb/d2dad5927e10fab12d16bd45f7f8ba9b3180f.jpg?imageView2/1/w/218/h/300
唐山大地震,8.3,灾难,徐帆／张静初／李晨,2010-07-22,https://p0.pipi.cn/mmdb/d2dad592c7e7e17a357df5685822a203ccd99.jpg?imageView2/1/w/218/h/300
冰封侠：时空行者,4.5,剧情／动作,甄子丹／黄圣依／王宝强,2018-11-02,https://p0.pipi.cn/mmdb/d2dad592b125bf21f021f0008f749c4fdb1b3.jpg?imageView2/1/w/218/h/300
地狱尖兵,7.4,战争,阿列克谢·克拉夫琴科／米哈伊尔·波格丹诺夫／彼得·哈尔琴科,2022-10-05,https://p0.pipi.cn/mmdb/25bfd6518eac6951ba92355f3b8b0729603c2.jpg?imageView2/1/w/218/h/300
跟踪,7.2,惊悚／犯罪,任达华／梁家辉／徐子珊,2007-06-21,https://p0.pipi.cn/mmdb/d2dad592c7e7e18ea35bf187f3985cc9e81a5.jpg?imageView2/1/w/218/h/300
哈罗德和紫色蜡笔,暂无评分,喜剧／动画／奇幻／冒险,扎克瑞·莱维／里尔·莱尔·哈瓦瑞／佐伊·丹斯切尔,2024-08-02,https://p0.pipi.cn/mmdb/54ecde9a5bf51b11e5d23675627abfe66cab5.jpg?imageView2/1/w/218/h/300
饥饿游戏,8.2,剧情,詹妮弗·劳伦斯／乔什·哈切森／利亚姆·海姆斯沃斯,2012-06-14,https://p0.pipi.cn/mmdb/d2dad592c7e7e18ea38ea3c25a2de4056f681.jpg?imageView2/1/w/218/h/300
夏目友人帐,9.0,剧情／动画／奇幻,神谷浩史／井上和彦／小林沙苗,2019-03-07,https://p0.pipi.cn/mmdb/d2dad5925375bf57e27e12c0c309a95b26452.jpg?imageView2/1/w/218/h/300
人潮汹涌,9.0,剧情／喜剧／爱情,刘德华／肖央／万茜,2021-02-12,https://p0.pipi.cn/mmdb/d2dad5927a30e106d62c9524289c1f9c18aba.jpg?imageView2/1/w/218/h/300
西游记,7.6,剧情／动作／奇幻／古装,何藩／岳华／郑佩佩,1966-01-18,https://p0.pipi.cn/mmdb/d2dad592c7e7e17df5339e1d32af32d9de5f3.jpg?imageView2/1/w/218/h/300
沉默的证人,7.7,动作／犯罪,张家辉／杨紫／任贤齐,2019-08-16,https://p0.pipi.cn/mmdb/d2dad59253751be19b71f7fb2bac253ebff9a.jpg?imageView2/1/w/218/h/300
踢出个未来,暂无评分,剧情,,2023-07-07,https://p0.pipi.cn/basicdata/54ecded7c690e1d23657e21809062fa8b7469.jpg?imageView2/1/w/218/h/300
黎明时分见,暂无评分,剧情／悬疑／犯罪,舒淇／张艺兴／梁家辉,,https://p0.pipi.cn/mmdb/fb73869a8ea3385015395b81a50a45f81776c.png?imageView2/1/w/218/h/300
蔬菜精灵3D电影,暂无评分,动画／家庭／奇幻,原田知世／白鸟由里／井浦爱,2010-02-13,https://p0.pipi.cn/mmdb/d2dad592b1280767cbb8604c43e355d1b7034.jpg?imageView2/1/w/218/h/300
惊奇队长,8.7,动作／冒险／科幻,布丽·拉尔森／塞缪尔·L·杰克逊／本·门德尔松,2019-03-08,https://p0.pipi.cn/mmdb/d2dad5927e10faddd2cf3e1ae4603c1000546.jpg?imageView2/1/w/218/h/300
笔仙,5.6,惊悚／恐怖／剧情,梅婷／郭京飞／吴超,2012-07-17,https://p0.pipi.cn/mmdb/d2dad592c7e7e12c95ecd8e508a0124f53552.jpg?imageView2/1/w/218/h/300
新警察故事2,暂无评分,剧情／动作／犯罪,成龙／谢霆锋／蔡卓妍,,https://p0.pipi.cn/basicdata/54ecded7e7a0e10faf9ab479377da941ddb80.jpg?imageView2/1/w/218/h/300
小丑回魂2,6.5,剧情／恐怖／奇幻,詹姆斯·麦卡沃伊／杰西卡·查斯坦／比尔·斯卡斯加德,2019-09-06,https://p0.pipi.cn/mmdb/d2dad592537923300bb12dc9902d874bd9e41.jpg?imageView2/1/w/218/h/300
你好，疯子！,7.7,剧情／喜剧／悬疑,万茜／周一围／王自健,2016-12-30,https://p0.pipi.cn/mmdb/d2dad5927e10fab535b12db5b7c431487b7c4.jpg?imageView2/1/w/218/h/300
没头脑和不高兴,8.6,喜剧／儿童／动画,邱岳峰／姚培华,1962-02-01,https://p0.pipi.cn/mmdb/d2dad592b1251b0faf230f15e12ed1acd226a.jpg?imageView2/1/w/218/h/300
狮子回头,暂无评分,剧情／爱情,,,https://p0.pipi.cn/mmdb/54ecde8d11e923300b67cb6118a041e2c3345.jpg?imageView2/1/w/218/h/300
火影忍者剧场版：大激突！幻之地底遗迹,6.6,剧情／喜剧／动画／奇幻,竹内顺子／森久保祥太郎／中村千绘,2005-08-06,https://p0.pipi.cn/basicdata/54ecded78078d306d671f77b8bc08a0b27ca6.jpg?imageView2/1/w/218/h/300
影片名称,评分,类型,主演,上映日期,图片URL
李宗伟：败者为王,9.1,剧情／运动／传记,李宗伟／李国煌／杨雁雁,2018-09-07,https://p0.pipi.cn/mmdb/d2dad533c7e06df2aac696d453702e8eacf7d?imageView2/1/w/218/h/300
银河写手,暂无评分,喜剧／剧情,宋木子／合文俊／李飞,2024-03-30 09:00,https://p0.pipi.cn/mmdb/54ecde9a8ea9235bf1c9fd6452e4d7514a068.jpg?imageView2/1/w/218/h/300
狮子回头,暂无评分,剧情／爱情,,,https://p0.pipi.cn/mmdb/54ecde8d11e923300b67cb6118a041e2c3345.jpg?imageView2/1/w/218/h/300
绝地战警,7.7,喜剧／动作／犯罪,马丁·劳伦斯／蒂娅·里欧妮／特里萨·兰德尔,1995-01-01,https://p0.pipi.cn/mmdb/d2dad592c7e7e13ba3be2ab99c2742bb8ba58.jpg?imageView2/1/w/218/h/300
僵尸,7.9,恐怖,钱小豪／惠英红／鲍起静,2013-10-24,https://p0.pipi.cn/basicdata/54ecded7c698d3cbae338f5635340889a8e52.jpg?imageView2/1/w/218/h/300
巨齿鲨3,暂无评分,剧情,,,https://p0.pipi.cn/mmdb/54ecde9a3382ff02ff8077252bc040165b2bc.png?imageView2/1/w/218/h/300
名侦探柯南：瞳孔中的暗杀者,8.6,剧情／动画／悬疑／犯罪,高山南／山崎和佳奈／山口胜平,2000-04-22,https://p0.pipi.cn/basicdata/54ecded78070e1230f9257c7261cc85013650.jpg?imageView2/1/w/218/h/300
角头外传：浪流连,6.1,剧情,郑人硕／谢欣颖／柯叔元,2021-02-05,https://p0.pipi.cn/basicdata/54ecded706d8d302ffc9fd827919d79c3bf4a.jpg?imageView2/1/w/218/h/300
僵尸世界大战,8.2,动作／科幻／恐怖,布拉德·皮特／达妮埃拉·凯尔泰斯／米瑞·伊诺丝,2013-06-21,https://p0.pipi.cn/mmdb/d2dad592b125bf9257d7c3584a73900ca60fc.jpg?imageView2/1/w/218/h/300
冰雪女王5：融冰之战,暂无评分,动画／冒险／奇幻,Yuriy Romanov／Irina Chumantyeva／Svetlana Kuznetsova,2024-04-04 09:30,https://p0.pipi.cn/mmdb/54ecde0287ac7eecd831399143358c38e492f.jpg?imageView2/1/w/218/h/300
刘若英2003年线上演唱会,暂无评分,音乐／真人秀,刘若英,,https://p0.pipi.cn/basicdata/54ecded7c690e1cf3e07ac76a3ffd067f52d4.jpg?imageView2/1/w/218/h/300
血战湘江,9.1,剧情／战争／历史,王霙／保剑锋／徐箭,2017-06-30,https://p0.pipi.cn/mmdb/d2dad59253751b8077af33e4bb285104c1cd9.jpg?imageView2/1/w/218/h/300
名侦探柯南：第十一名前锋,7.7,动作／动画,高山南／山崎和佳奈／小山力也,2012-09-25,https://p0.pipi.cn/mmdb/d2dad592c7e7e111e557e22bfbf79278b73ae.jpg?imageView2/1/w/218/h/300
名侦探柯南特典：新一与小兰·麻将牌与七夕的回忆,7.2,动画,高山南／山崎和佳奈／山口胜平,2009-04-18,https://p0.pipi.cn/basicdata/54ecded78070e157e271f79236e33c956e7ff.jpg?imageView2/1/w/218/h/300
黑太阳南京大屠杀,7.1,剧情／历史／战争,潘永／熊小田／张西河,1995-07-07,https://p0.pipi.cn/mmdb/d2dad592b12338b12dbe2ab98d1fd18af7cf7.jpg?imageView2/1/w/218/h/300
心理罪之城市之光,8.7,剧情／动作／犯罪,邓超／阮经天／宋晓军,2017-12-22,https://p0.pipi.cn/mmdb/d2dad59253751bc6968ea35bd5b689cc1b5b9.jpg?imageView2/1/w/218/h/300
断魂小丑,5.5,惊悚／恐怖,珍娜·凯内尔／萨曼莎·斯卡菲迪／David Howard Thornton,2016-10-15,https://p0.pipi.cn/mmdb/d2dad5925372ffd23c8ea351142e8d728697d.jpg?imageView2/1/w/218/h/300
爆裂鼓手,8.6,剧情／音乐,迈尔斯·特勒／J·K·西蒙斯／保罗·雷瑟,2015-04-19,https://p0.pipi.cn/mmdb/d2dad592b12f2ab12d39dd8025d61e6fb6425.jpg?imageView2/1/w/218/h/300
与恐龙同行,6.7,动画／冒险,查理·罗／安格瑞·赖斯 ／约翰·雷吉扎莫,2013-12-19,https://p0.pipi.cn/mmdb/d2dad592b12f2af2aa281edc6641cd9a00628.jpg?imageView2/1/w/218/h/300
蝙蝠侠,7.7,犯罪／惊悚,迈克尔·基顿／杰克·尼科尔森／金·贝辛格,1989-06-23,https://p0.pipi.cn/mmdb/d2dad592c7e7e116bd71f741c420160fde4b5.jpg?imageView2/1/w/218/h/300
照相师,8.4,剧情,谢钢／刘牧／康磊,2018-12-12,https://p0.pipi.cn/mmdb/d2dad5925370fa9ab4d23c06b49fe72e8a56e.jpg?imageView2/1/w/218/h/300
私人订制,7.4,喜剧,葛优／白百何／李小璐,2013-12-19,https://p0.pipi.cn/mmdb/d2dad592b125bfc9fd9235e74a691928dea6c.jpg?imageView2/1/w/218/h/300
乌海,7.0,剧情,黄轩／杨子姗／涂们,2021-10-29,https://p0.pipi.cn/mmdb/d2dad5927a30e1b12dcbaec607e712ead3961.jpg?imageView2/1/w/218/h/300
新世纪福音战士 THE REAL 4D,暂无评分,动画,三石琴乃／麦人／长泽 美树,2015-01-23,https://p0.pipi.cn/basicdata/54ecded7e7a0e15bf116bd2889c5392413ee3.jpg?imageView2/1/w/218/h/300
喋血双雄,8.0,动作,周润发／李修贤／叶蒨文,1989-07-06,https://p0.pipi.cn/mmdb/d2dad592c7e7e117898ea3e0eb944e979795b.jpg?imageView2/1/w/218/h/300
007：大破天幕杀机,8.0,剧情,丹尼尔·克雷格／哈维尔·巴登／拉尔夫·费因斯,2013-01-21,https://p0.pipi.cn/mmdb/d2dad592c7e7e111e5d2368020c3be130bdff.jpg?imageView2/1/w/218/h/300
山海经之再见怪兽,8.4,动画／冒险／喜剧,刘琮／艾一艾／王凯,2022-08-13 08:00,https://p0.pipi.cn/mmdb/25bfd633807923c7ed57e2bdea76ceac482e0.jpg?imageView2/1/w/218/h/300
失而复得,暂无评分,音乐／真人秀,普提蓬·阿萨拉塔纳功／克里特·安努艾德奇康,2022-02-12,https://p0.pipi.cn/basicdata/54ecded7c698d3e7aa16bdc10e1745c5cb461.jpg?imageView2/1/w/218/h/300
